Fighter,Winner,Winner_binary,L,Stance,Stance_Orth,Stance_South,Stance_Switch,Ht.,Reach,Wt.,W,Date of Fight,Birth Date,Age at Fight
Ketlen Vieira,Red,1,1,Orthodox,1,0,0,172.72,172.72,135,4,2020-09-26,1991-08-26,29
Israel Adesanya,Red,1,0,Switch,0,0,1,193.04,203.2,185,8,2020-09-26,1989-07-22,31
Kai Kara-France,Blue,0,1,Orthodox,1,0,0,162.56,175.26,125,4,2020-09-26,1993-03-26,28
Shane Young,Blue,0,1,Orthodox,1,0,0,172.72,182.88,145,2,2020-09-26,1993-07-31,27
Diego Sanchez,Blue,0,12,Southpaw,0,1,0,177.8,182.88,170,19,2020-09-26,1981-12-31,39
Brad Riddell,Red,1,0,Orthodox,1,0,0,170.18,180.34,155,2,2020-09-26,1991-09-30,29
Dominick Reyes,Blue,0,1,Southpaw,0,1,0,193.04,195.58,205,6,2020-09-26,1989-12-26,31
Hakeem Dawodu,Red,1,1,Orthodox,1,0,0,172.72,185.42,145,4,2020-09-26,1991-07-02,29
William Knight,Red,1,0,Orthodox,1,0,0,177.8,185.42,205,0,2020-09-26,1988-04-03,32
Khadis Ibragimov,Blue,0,3,Orthodox,1,0,0,190.5,198.12,205,0,2020-09-26,1995-05-21,25
Juan Espino,Red,1,0,,0,0,0,190.5,203.2,250,1,2020-09-26,1980-10-09,40
Johnny Walker,Red,1,2,Orthodox,1,0,0,198.12,208.28,205,3,2020-09-19,1992-03-30,28
Mirsad Bektic,Blue,0,3,Orthodox,1,0,0,172.72,177.8,145,6,2020-09-19,1991-02-16,30
Colby Covington,Red,1,2,Orthodox,1,0,0,180.34,182.88,170,10,2020-09-19,1988-02-22,33
Mackenzie Dern,Red,1,1,Orthodox,1,0,0,162.56,160.02,115,3,2020-09-19,1993-03-24,27
Jordan Espinosa,Blue,0,2,Orthodox,1,0,0,167.64,175.26,125,2,2020-09-19,1989-11-08,31
Kevin Holland,Red,1,2,Orthodox,1,0,0,190.5,205.74,185,5,2020-09-19,1992-11-05,28
Khamzat Chimaev,Red,1,0,Orthodox,1,0,0,187.96,190.5,170,2,2020-09-19,1994-05-01,26
Donald Cerrone,Draw,0,12,Orthodox,1,0,0,185.42,185.42,155,23,2020-09-19,1983-03-29,37
Jessica-Rose Clark,Red,1,2,Orthodox,1,0,0,165.1,162.56,125,2,2020-09-19,1987-11-28,33
Darrick Minner,Red,1,1,Orthodox,1,0,0,170.18,175.26,145,0,2020-09-19,1990-04-28,30
Journey Newson,Blue,0,2,Orthodox,1,0,0,165.1,170.18,135,0,2020-09-19,1989-03-07,32
Mayra Bueno Silva,Red,1,1,Orthodox,1,0,0,167.64,167.64,135,1,2020-09-19,1991-08-22,29
Andre Ewell,Red,1,2,Southpaw,0,1,0,172.72,190.5,135,3,2020-09-19,1988-01-21,33
Tyson Nam,Red,1,2,Orthodox,1,0,0,170.18,172.72,125,1,2020-09-19,1983-10-06,37
Bobby Green,Red,1,6,Orthodox,1,0,0,177.8,180.34,155,7,2020-09-12,1986-09-09,34
Roosevelt Roberts,Draw,0,2,Orthodox,1,0,0,187.96,185.42,155,4,2020-09-12,1994-02-11,27
Billy Quarantillo,Red,1,0,Orthodox,1,0,0,177.8,177.8,145,2,2020-09-12,1988-12-08,32
Julia Avila,Blue,0,0,Orthodox,1,0,0,170.18,172.72,135,2,2020-09-12,1988-05-11,32
Michelle Waterson,Red,1,4,Orthodox,1,0,0,160.02,157.48,115,5,2020-09-12,1986-01-06,35
Roxanne Modafferi,Red,1,5,Orthodox,1,0,0,170.18,175.26,125,3,2020-09-12,1982-09-24,38
Ed Herman,Red,1,11,Orthodox,1,0,0,185.42,195.58,205,12,2020-09-12,1980-10-02,40
Ottman Azaitar,Red,1,0,Switch,0,0,1,172.72,180.34,155,1,2020-09-12,1990-02-20,31
Alexandr Romanov,Red,1,0,Southpaw,0,1,0,187.96,190.5,262,0,2020-09-12,1990-12-11,30
Brok Weaver,Blue,0,1,Southpaw,0,1,0,182.88,185.42,155,1,2020-09-12,1991-12-05,29
Bryan Barberena,Red,1,5,Southpaw,0,1,0,182.88,182.88,170,5,2020-09-12,1989-05-03,31
Sabina Mazo,Red,1,1,Orthodox,1,0,0,170.18,177.8,135,2,2020-09-12,1997-03-25,23
Ovince Saint Preux,Red,1,9,Southpaw,0,1,0,190.5,203.2,205,12,2020-09-05,1983-04-08,37
Brian Kelleher,Red,1,4,Switch,0,0,1,167.64,167.64,145,5,2020-09-05,1986-08-19,34
Michel Pereira,Red,1,2,Orthodox,1,0,0,185.42,185.42,170,1,2020-09-05,1993-10-06,27
Viviane Araujo,Red,1,1,Orthodox,1,0,0,162.56,172.72,125,2,2020-09-05,1986-11-21,34
Andre Muniz,Red,1,0,Southpaw,0,1,0,185.42,198.12,185,1,2020-09-05,1990-02-17,31
Cole Smith,Blue,0,1,Orthodox,1,0,0,180.34,170.18,135,1,2020-09-05,1989-04-05,31
Alistair Overeem,Red,1,7,Orthodox,1,0,0,193.04,203.2,265,11,2020-09-05,1980-05-17,40
Alessio Di Chirico,Blue,0,4,Orthodox,1,0,0,182.88,187.96,185,3,2020-08-29,1989-12-12,31
Anthony Smith,Blue,0,5,Orthodox,1,0,0,193.04,193.04,205,8,2020-08-29,1988-07-26,32
Ricardo Lamas,Red,1,6,Orthodox,1,0,0,172.72,180.34,145,10,2020-08-29,1982-05-21,38
Robbie Lawler,Blue,0,8,Southpaw,0,1,0,180.34,187.96,170,13,2020-08-29,1982-03-20,38
Ji Yeon Kim,Blue,0,2,Orthodox,1,0,0,170.18,182.88,125,3,2020-08-29,1989-10-18,31
Alex Caceres,Red,1,11,Southpaw,0,1,0,177.8,185.42,145,11,2020-08-29,1988-06-20,32
Maki Pitolo,Blue,0,2,Orthodox,1,0,0,177.8,190.5,185,1,2020-08-29,1990-11-24,30
Sean Brady,Red,1,0,Orthodox,1,0,0,177.8,182.88,170,2,2020-08-29,1992-11-23,28
Mallory Martin,Red,1,1,Orthodox,1,0,0,162.56,160.02,115,0,2020-08-29,1994-01-29,27
Polyana Viana,Red,1,3,Orthodox,1,0,0,165.1,170.18,115,1,2020-08-29,1992-06-14,28
Ike Villanueva,Blue,0,1,Orthodox,1,0,0,185.42,185.42,225,0,2020-08-22,1984-04-04,36
Carlton Minus,Blue,0,0,Orthodox,1,0,0,177.8,190.5,170,0,2020-08-22,1993-04-26,27
Daniel Rodriguez,Red,1,0,Southpaw,0,1,0,185.42,187.96,170,2,2020-08-22,1986-12-31,34
Marcin Prachnio,Blue,0,2,Orthodox,1,0,0,190.5,187.96,205,0,2020-08-22,1988-07-14,32
Amanda Lemos,Red,1,1,Southpaw,0,1,0,162.56,165.1,115,1,2020-08-22,1987-05-22,33
Mariya Agapova,Blue,0,0,Southpaw,0,1,0,167.64,172.72,125,1,2020-08-22,1997-04-07,23
Austin Hubbard,Blue,0,2,Orthodox,1,0,0,177.8,180.34,155,2,2020-08-22,1991-12-22,29
Pedro Munhoz,Blue,0,5,Orthodox,1,0,0,167.64,165.1,135,8,2020-08-22,1986-09-07,34
Timur Valiev,Draw,0,0,Orthodox,1,0,0,167.64,170.18,145,0,2020-08-22,1990-01-19,31
Junior Dos Santos,Blue,0,6,Orthodox,1,0,0,193.04,195.58,238,15,2020-08-15,1984-01-30,37
Herbert Burns,Blue,0,0,Orthodox,1,0,0,175.26,185.42,145,2,2020-08-15,1988-02-02,33
Felice Herrig,Blue,0,3,Orthodox,1,0,0,162.56,165.1,115,5,2020-08-15,1984-09-18,36
Sean O'Malley,Blue,0,0,Switch,0,0,1,180.34,182.88,135,4,2020-08-15,1994-10-24,26
John Dodson,Blue,0,6,Orthodox,1,0,0,160.02,167.64,135,10,2020-08-15,1984-09-26,36
Stipe Miocic,Red,1,3,Orthodox,1,0,0,193.04,203.2,240,13,2020-08-15,1982-08-19,38
TJ Brown,Blue,0,1,Switch,0,0,1,175.26,182.88,145,0,2020-08-15,1990-05-22,30
Jim Miller,Blue,0,14,Southpaw,0,1,0,172.72,180.34,155,21,2020-08-15,1983-08-30,37
Chris Daukaus,Red,1,0,Orthodox,1,0,0,190.5,193.04,250,0,2020-08-15,1989-09-25,31
Kai Kamaka,Red,1,0,Orthodox,1,0,0,170.18,175.26,145,0,2020-08-15,1995-01-05,26
Ashley Yoder,Blue,0,4,Southpaw,0,1,0,170.18,175.26,115,2,2020-08-15,1987-10-20,33
Tim Means,Red,1,10,Orthodox,1,0,0,187.96,190.5,170,11,2020-08-08,1984-02-20,36
Kevin Holland,Red,1,2,Orthodox,1,0,0,190.5,205.74,185,4,2020-08-08,1992-11-05,28
Nasrat Haqparast,Red,1,2,Southpaw,0,1,0,177.8,182.88,155,3,2020-08-08,1995-08-22,25
Derrick Lewis,Red,1,5,Orthodox,1,0,0,190.5,200.66,260,14,2020-08-08,1985-02-07,36
Yana Kunitskaya,Red,1,2,Orthodox,1,0,0,167.64,172.72,135,2,2020-08-08,1989-11-11,31
Beneil Dariush,Red,1,5,Southpaw,0,1,0,177.8,182.88,155,12,2020-08-08,1989-05-06,31
Maki Pitolo,Blue,0,1,Orthodox,1,0,0,177.8,190.5,185,1,2020-08-08,1990-11-24,30
Omari Akhmedov,Blue,0,4,Orthodox,1,0,0,182.88,185.42,185,8,2020-08-08,1987-10-12,33
Youssef Zalal,Red,1,0,Switch,0,0,1,177.8,182.88,145,2,2020-08-08,1996-09-04,24
Irwin Rivera,Red,1,1,Southpaw,0,1,0,167.64,170.18,135,0,2020-08-08,1989-02-14,31
Gavin Tucker,Red,1,1,Southpaw,0,1,0,167.64,167.64,145,2,2020-08-08,1986-06-17,34
Andrew Sanchez,Red,1,3,Orthodox,1,0,0,185.42,187.96,185,4,2020-08-08,1988-04-08,32
Joanne Calderwood,Blue,0,4,Orthodox,1,0,0,167.64,165.1,125,6,2020-08-01,1985-12-23,35
Johnny Munoz,Blue,0,0,Orthodox,1,0,0,175.26,180.34,145,0,2020-08-01,1993-02-16,27
Frankie Saenz,Blue,0,4,Orthodox,1,0,0,167.64,167.64,135,5,2020-08-01,1980-08-12,40
Jamall Emmers,Red,1,1,Orthodox,1,0,0,177.8,187.96,145,0,2020-08-01,1989-07-24,31
Vicente Luque,Red,1,3,Orthodox,1,0,0,180.34,190.5,170,11,2020-08-01,1991-11-27,29
Derek Brunson,Red,1,5,Southpaw,0,1,0,185.42,195.58,185,11,2020-08-01,1984-01-04,37
Chris Gutierrez,Draw,0,1,Orthodox,1,0,0,175.26,170.18,145,3,2020-08-01,1991-04-22,29
Lando Vannata,Blue,0,6,Orthodox,1,0,0,175.26,180.34,155,3,2020-08-01,1992-03-14,28
Alex Oliveira,Red,1,7,Orthodox,1,0,0,180.34,193.04,170,10,2020-07-25,1988-02-21,32
Robert Whittaker,Red,1,3,Orthodox,1,0,0,182.88,185.42,185,11,2020-07-25,1990-12-20,30
Mauricio Rua,Red,1,10,Orthodox,1,0,0,185.42,193.04,205,10,2020-07-25,1981-11-25,39
Francisco Trinaldo,Red,1,6,Southpaw,0,1,0,175.26,177.8,155,15,2020-07-25,1978-08-24,42
Carla Esparza,Red,1,4,Orthodox,1,0,0,154.94,160.02,115,7,2020-07-25,1987-10-10,33
Khamzat Chimaev,Red,1,0,Orthodox,1,0,0,187.96,190.5,170,1,2020-07-25,1994-05-01,26
Paul Craig,Red,1,5,Orthodox,1,0,0,190.5,193.04,205,4,2020-07-25,1987-11-27,33
Fabricio Werdum,Red,1,6,Orthodox,1,0,0,193.04,195.58,231,11,2020-07-25,1977-07-30,43
Tom Aspinall,Red,1,0,Orthodox,1,0,0,195.58,198.12,256,0,2020-07-25,1993-04-11,27
Nicolas Dalby,Draw,0,3,Orthodox,1,0,0,180.34,187.96,170,2,2020-07-25,1984-11-16,36
Tanner Boser,Red,1,1,Orthodox,1,0,0,187.96,190.5,255,2,2020-07-25,1991-08-02,29
Movsar Evloev,Red,1,0,Orthodox,1,0,0,170.18,182.88,145,2,2020-07-25,1994-02-11,26
Ramazan Emeev,Red,1,1,Southpaw,0,1,0,177.8,193.04,170,3,2020-07-25,1987-05-23,33
Bethe Correia,Blue,0,5,Orthodox,1,0,0,165.1,162.56,135,5,2020-07-25,1983-06-22,37
Nathaniel Wood,Red,1,1,Orthodox,1,0,0,167.64,175.26,140,3,2020-07-25,1993-05-08,27
Joe Duffy,Blue,0,3,Orthodox,1,0,0,177.8,185.42,155,4,2020-07-18,1988-02-18,32
Jack Hermansson,Red,1,3,Orthodox,1,0,0,185.42,195.58,185,7,2020-07-18,1988-06-10,32
Marc Diakiese,Blue,0,3,Orthodox,1,0,0,177.8,185.42,155,5,2020-07-18,1993-03-16,27
Alexandre Pantoja,Blue,0,2,Orthodox,1,0,0,165.1,170.18,125,6,2020-07-18,1990-04-16,30
Grant Dawson,Red,1,0,Switch,0,0,1,177.8,182.88,145,3,2020-07-18,1994-02-20,26
Deiveson Figueiredo,Red,1,1,Orthodox,1,0,0,165.1,172.72,125,7,2020-07-18,1987-12-18,33
Roman Dolidze,Red,1,0,Orthodox,1,0,0,187.96,193.04,205,0,2020-07-18,1988-07-15,32
Ariane Lipski,Red,1,2,Orthodox,1,0,0,167.64,170.18,125,1,2020-07-18,1994-01-26,26
Malcolm Gordon,Blue,0,0,Switch,0,0,1,170.18,180.34,125,0,2020-07-18,1990-05-19,30
Brett Johns,Red,1,2,Orthodox,1,0,0,170.18,180.34,135,4,2020-07-18,1992-02-21,28
Carlos Felipe,Blue,0,0,Orthodox,1,0,0,182.88,190.5,245,0,2020-07-18,1995-01-12,26
Davi Ramos,Blue,0,2,Orthodox,1,0,0,167.64,177.8,155,4,2020-07-18,1986-11-05,34
Modestas Bukauskas,Red,1,0,Switch,0,0,1,190.5,198.12,205,0,2020-07-15,1994-02-10,26
Molly McCann,Blue,0,1,Orthodox,1,0,0,162.56,157.48,125,3,2020-07-15,1990-05-04,30
John Phillips,Blue,0,3,Southpaw,0,1,0,180.34,190.5,185,1,2020-07-15,1985-06-09,35
Ricardo Ramos,Blue,0,1,Orthodox,1,0,0,175.26,182.88,145,5,2020-07-15,1995-08-01,25
Jimmie Rivera,Red,1,3,Orthodox,1,0,0,162.56,172.72,135,6,2020-07-15,1989-06-29,31
Calvin Kattar,Red,1,2,Orthodox,1,0,0,180.34,182.88,145,5,2020-07-15,1988-03-26,32
Abdul Razak Alhassan,Blue,0,1,Orthodox,1,0,0,177.8,185.42,170,4,2020-07-15,1985-08-11,35
Tim Elliott,Red,1,9,Southpaw,0,1,0,170.18,167.64,125,4,2020-07-15,1986-12-24,34
Diana Belbita,Blue,0,1,Orthodox,1,0,0,170.18,172.72,125,0,2020-07-15,1996-06-26,24
Jack Shore,Red,1,0,Orthodox,1,0,0,172.72,180.34,135,1,2020-07-15,1995-02-06,25
Jared Gordon,Red,1,3,Orthodox,1,0,0,175.26,172.72,145,3,2020-07-15,1988-09-06,32
Jessica Andrade,Blue,0,5,Orthodox,1,0,0,154.94,157.48,115,11,2020-07-11,1991-09-25,29
Makwan Amirkhani,Red,1,2,Southpaw,0,1,0,177.8,182.88,145,5,2020-07-11,1988-11-08,32
Volkan Oezdemir,Blue,0,3,Orthodox,1,0,0,187.96,190.5,205,5,2020-07-11,1989-09-19,31
Elizeu Zaleski dos Santos,Blue,0,2,Orthodox,1,0,0,180.34,185.42,170,8,2020-07-11,1986-12-11,34
Petr Yan,Red,1,0,Switch,0,0,1,170.18,170.18,135,6,2020-07-11,1993-02-11,27
Alexander Volkanovski,Red,1,0,Orthodox,1,0,0,167.64,180.34,145,8,2020-07-11,1988-09-29,32
Kamaru Usman,Red,1,0,Switch,0,0,1,182.88,193.04,170,11,2020-07-11,1987-05-11,33
Amanda Ribas,Red,1,0,Orthodox,1,0,0,160.02,167.64,125,3,2020-07-11,1993-08-26,27
Leonardo Santos,Red,1,1,Orthodox,1,0,0,182.88,190.5,155,6,2020-07-11,1980-02-05,40
Karol Rosa,Red,1,0,Orthodox,1,0,0,165.1,170.18,135,1,2020-07-11,1994-12-30,26
Marcin Tybura,Red,1,5,Orthodox,1,0,0,190.5,198.12,249,5,2020-07-11,1985-11-09,35
Raulian Paiva,Red,1,2,Orthodox,1,0,0,172.72,175.26,125,1,2020-07-11,1995-10-17,25
Martin Day,Blue,0,1,Orthodox,1,0,0,177.8,185.42,145,0,2020-07-11,1988-11-10,32
Luis Pena,Blue,0,2,Southpaw,0,1,0,190.5,190.5,155,4,2020-06-27,1993-07-05,27
Philipe Lins,Blue,0,1,Orthodox,1,0,0,187.96,198.12,240,0,2020-06-27,1985-08-17,35
Gian Villante,Blue,0,8,Orthodox,1,0,0,190.5,193.04,230,7,2020-06-27,1985-08-18,35
Sean Woodson,Blue,0,0,Orthodox,1,0,0,187.96,198.12,145,1,2020-06-27,1992-06-07,28
Mike Perry,Red,1,6,Orthodox,1,0,0,177.8,180.34,170,6,2020-06-27,1991-09-15,29
Dustin Poirier,Red,1,6,Southpaw,0,1,0,175.26,182.88,155,17,2020-06-27,1989-01-19,31
Brendan Allen,Red,1,0,Orthodox,1,0,0,187.96,190.5,185,2,2020-06-27,1995-12-28,24
Takashi Sato,Red,1,1,Southpaw,0,1,0,177.8,185.42,170,1,2020-06-27,1990-06-09,30
Jordan Griffin,Blue,0,2,Southpaw,0,1,0,177.8,185.42,145,1,2020-06-27,1990-02-28,30
Kay Hansen,Red,1,0,Orthodox,1,0,0,157.48,160.02,115,0,2020-06-27,1999-08-14,21
Jim Miller,Red,1,14,Southpaw,0,1,0,172.72,180.34,155,20,2020-06-20,1983-08-30,37
Marc-Andre Barriault,Draw,0,3,Orthodox,1,0,0,185.42,187.96,185,0,2020-06-20,1990-02-18,30
Clay Guida,Blue,0,13,Orthodox,1,0,0,170.18,177.8,155,15,2020-06-20,1981-12-08,39
Belal Muhammad,Red,1,3,Orthodox,1,0,0,180.34,182.88,170,7,2020-06-20,1988-07-09,32
Curtis Blaydes,Red,1,3,Orthodox,1,0,0,193.04,203.2,265,8,2020-06-20,1991-02-18,29
Josh Emmett,Red,1,2,Orthodox,1,0,0,167.64,177.8,145,6,2020-06-20,1985-03-04,35
Tecia Torres,Red,1,5,Orthodox,1,0,0,154.94,152.4,115,6,2020-06-20,1989-08-16,31
Raquel Pennington,Red,1,5,Orthodox,1,0,0,170.18,170.18,135,7,2020-06-20,1988-09-05,32
Cortney Casey,Blue,0,6,Orthodox,1,0,0,170.18,170.18,125,5,2020-06-20,1987-05-05,33
Frank Camacho,Blue,0,4,Orthodox,1,0,0,177.8,185.42,170,2,2020-06-20,1989-05-18,31
Roxanne Modafferi,Blue,0,4,Orthodox,1,0,0,170.18,175.26,125,3,2020-06-20,1982-09-24,38
Austin Hubbard,Red,1,2,Orthodox,1,0,0,177.8,180.34,155,1,2020-06-20,1991-12-22,28
Mariya Agapova,Red,1,0,Southpaw,0,1,0,167.64,172.72,125,0,2020-06-13,1997-04-07,23
Andre Fili,Red,1,6,Orthodox,1,0,0,180.34,187.96,145,8,2020-06-13,1990-06-25,30
Merab Dvalishvili,Red,1,2,Orthodox,1,0,0,167.64,172.72,135,3,2020-06-13,1991-01-10,29
Jordan Espinosa,Red,1,2,Orthodox,1,0,0,167.64,175.26,125,1,2020-06-13,1989-11-08,31
Karl Roberson,Blue,0,2,Southpaw,0,1,0,185.42,187.96,185,4,2020-06-13,1990-10-04,30
Charles Rosa,Red,1,4,Switch,0,0,1,175.26,175.26,145,3,2020-06-13,1986-08-24,34
Jessica Eye,Blue,0,7,Orthodox,1,0,0,167.64,167.64,125,5,2020-06-13,1986-07-27,34
Julia Avila,Red,1,0,Orthodox,1,0,0,170.18,172.72,135,1,2020-06-13,1988-05-11,32
Anthony Ivy,Blue,0,0,Orthodox,1,0,0,187.96,187.96,185,0,2020-06-13,1990-01-23,30
Tyson Nam,Red,1,2,Orthodox,1,0,0,170.18,172.72,125,0,2020-06-13,1983-10-06,37
Cody Stamann,Red,1,2,Orthodox,1,0,0,167.64,162.56,145,4,2020-06-06,1989-11-09,31
Eddie Wineland,Blue,0,7,Orthodox,1,0,0,170.18,175.26,135,6,2020-06-06,1984-06-26,36
Alex Caceres,Red,1,11,Southpaw,0,1,0,177.8,185.42,145,10,2020-06-06,1988-06-20,32
Raphael Assuncao,Blue,0,4,Orthodox,1,0,0,165.1,167.64,135,11,2020-06-06,1982-07-19,38
Amanda Nunes,Red,1,1,Orthodox,1,0,0,172.72,175.26,145,12,2020-06-06,1988-05-30,32
Aljamain Sterling,Red,1,3,Orthodox,1,0,0,170.18,180.34,135,10,2020-06-06,1989-07-31,31
Neil Magny,Red,1,6,Orthodox,1,0,0,190.5,203.2,170,15,2020-06-06,1987-08-03,33
Ian Heinisch,Red,1,2,Orthodox,1,0,0,180.34,182.88,185,2,2020-06-06,1988-08-05,32
Charles Byrd,Blue,0,2,Orthodox,1,0,0,177.8,185.42,185,1,2020-06-06,1983-10-11,37
Evan Dunham,Blue,0,9,Southpaw,0,1,0,177.8,177.8,155,11,2020-06-06,1981-12-18,38
Alonzo Menifield,Blue,0,0,Orthodox,1,0,0,182.88,193.04,205,2,2020-06-06,1987-10-18,33
Jussier Formiga,Blue,0,6,Orthodox,1,0,0,165.1,170.18,125,9,2020-06-06,1985-04-14,35
Blagoy Ivanov,Blue,0,2,Southpaw,0,1,0,180.34,185.42,250,2,2020-05-30,1986-10-09,34
Jamahal Hill,Draw,0,0,Southpaw,0,1,0,193.04,200.66,205,1,2020-05-30,1991-05-19,29
Mackenzie Dern,Red,1,1,Orthodox,1,0,0,162.56,160.02,115,2,2020-05-30,1993-03-24,27
Daniel Rodriguez,Red,1,0,Southpaw,0,1,0,185.42,187.96,170,1,2020-05-30,1986-12-31,33
Katlyn Chookagian,Red,1,3,Orthodox,1,0,0,175.26,172.72,125,6,2020-05-30,1988-12-28,31
Tyron Woodley,Blue,0,4,Orthodox,1,0,0,175.26,187.96,170,9,2020-05-30,1982-04-07,38
Roosevelt Roberts,Red,1,1,Orthodox,1,0,0,187.96,185.42,155,3,2020-05-30,1994-02-11,26
Billy Quarantillo,Red,1,0,Orthodox,1,0,0,177.8,177.8,145,1,2020-05-30,1988-12-08,31
Tim Elliott,Blue,0,8,Southpaw,0,1,0,170.18,167.64,125,4,2020-05-30,1986-12-24,33
Louis Smolka,Blue,0,6,Orthodox,1,0,0,175.26,172.72,135,7,2020-05-30,1991-07-16,29
Chris Gutierrez,Red,1,1,Orthodox,1,0,0,175.26,170.18,145,2,2020-05-30,1991-04-22,29
Dan Ige,Red,1,1,Orthodox,1,0,0,170.18,180.34,145,5,2020-05-16,1991-08-06,29
Claudia Gadelha,Red,1,4,Orthodox,1,0,0,162.56,160.02,115,6,2020-05-16,1988-12-07,31
Anthony Hernandez,Blue,0,1,Orthodox,1,0,0,182.88,190.5,185,1,2020-05-16,1993-10-18,27
Giga Chikadze,Red,1,0,Orthodox,1,0,0,182.88,187.96,145,2,2020-05-16,1988-08-25,32
Eryk Anders,Blue,0,4,Southpaw,0,1,0,185.42,190.5,185,5,2020-05-16,1987-04-21,33
Matt Brown,Blue,0,10,Orthodox,1,0,0,182.88,190.5,170,15,2020-05-16,1981-01-10,39
Alistair Overeem,Red,1,7,Orthodox,1,0,0,193.04,203.2,265,10,2020-05-16,1980-05-17,40
Song Yadong,Red,1,1,Orthodox,1,0,0,172.72,170.18,145,4,2020-05-16,1997-12-02,22
Cortney Casey,Red,1,6,Orthodox,1,0,0,170.18,170.18,125,4,2020-05-16,1987-05-05,33
Darren Elkins,Blue,0,7,Orthodox,1,0,0,177.8,180.34,145,14,2020-05-16,1984-05-16,36
Rodrigo Nascimento,Red,1,0,Orthodox,1,0,0,187.96,203.2,246,0,2020-05-16,1992-11-26,27
Ricky Simon,Red,1,2,Orthodox,1,0,0,167.64,175.26,135,3,2020-05-13,1992-08-31,28
Ben Rothwell,Red,1,6,Orthodox,1,0,0,193.04,198.12,265,7,2020-05-13,1981-10-17,39
Gabriel Benitez,Blue,0,3,Southpaw,0,1,0,172.72,180.34,155,5,2020-05-13,1988-06-15,32
Anthony Smith,Blue,0,4,Orthodox,1,0,0,193.04,193.04,205,8,2020-05-13,1988-07-26,32
Andrei Arlovski,Red,1,14,Orthodox,1,0,0,190.5,195.58,240,17,2020-05-13,1979-02-04,41
Michael Johnson,Blue,0,11,Southpaw,0,1,0,177.8,185.42,155,11,2020-05-13,1986-06-04,34
Alexander Hernandez,Blue,0,1,Orthodox,1,0,0,175.26,182.88,155,3,2020-05-13,1992-10-01,28
Sijara Eubanks,Red,1,2,Orthodox,1,0,0,162.56,170.18,135,2,2020-05-13,1985-04-27,35
Hunter Azure,Blue,0,0,Orthodox,1,0,0,172.72,175.26,145,1,2020-05-13,1992-03-02,28
Chase Sherman,Red,1,5,Orthodox,1,0,0,193.04,198.12,250,2,2020-05-13,1989-11-16,30
Carla Esparza,Red,1,4,Orthodox,1,0,0,154.94,160.02,115,6,2020-05-09,1987-10-10,33
Anthony Pettis,Red,1,9,Orthodox,1,0,0,177.8,182.88,155,9,2020-05-09,1987-01-27,33
Aleksei Oleinik,Red,1,4,Orthodox,1,0,0,187.96,203.2,240,7,2020-05-09,1977-06-20,43
Jeremy Stephens,Blue,0,17,Orthodox,1,0,0,175.26,180.34,145,15,2020-05-09,1986-05-25,34
Tony Ferguson,Blue,0,1,Orthodox,1,0,0,180.34,193.04,155,15,2020-05-09,1984-02-12,36
Francis Ngannou,Red,1,2,Orthodox,1,0,0,193.04,210.82,250,9,2020-05-09,1986-09-05,34
Henry Cejudo,Red,1,2,Orthodox,1,0,0,162.56,162.56,135,9,2020-05-09,1987-02-09,33
Vicente Luque,Red,1,3,Orthodox,1,0,0,180.34,190.5,170,10,2020-05-09,1991-11-27,28
Greg Hardy,Red,1,3,Orthodox,1,0,0,195.58,203.2,265,2,2020-05-09,1988-07-28,32
Ryan Spann,Red,1,0,Orthodox,1,0,0,195.58,200.66,205,3,2020-05-09,1991-08-24,29
Bryce Mitchell,Red,1,0,Southpaw,0,1,0,177.8,177.8,145,3,2020-05-09,1994-10-04,26
Amanda Ribas,Red,1,0,Orthodox,1,0,0,160.02,167.64,125,2,2020-03-14,1993-08-26,27
Jussier Formiga,Blue,0,5,Orthodox,1,0,0,165.1,170.18,125,9,2020-03-14,1985-04-14,35
Renato Moicano,Red,1,3,Orthodox,1,0,0,180.34,182.88,155,5,2020-03-14,1989-05-21,31
Elizeu Zaleski dos Santos,Red,1,2,Orthodox,1,0,0,180.34,185.42,170,7,2020-03-14,1986-12-11,33
Johnny Walker,Blue,0,1,Orthodox,1,0,0,198.12,208.28,205,3,2020-03-14,1992-03-30,28
Demian Maia,Blue,0,9,Southpaw,0,1,0,185.42,182.88,170,22,2020-03-14,1977-11-06,42
Kevin Lee,Blue,0,5,Orthodox,1,0,0,175.26,195.58,170,11,2020-03-14,1992-09-04,28
Francisco Trinaldo,Red,1,6,Southpaw,0,1,0,175.26,177.8,155,14,2020-03-14,1978-08-24,42
Rani Yahya,Draw,0,5,Orthodox,1,0,0,167.64,170.18,135,11,2020-03-14,1984-09-12,36
Mayra Bueno Silva,Blue,0,0,Orthodox,1,0,0,167.64,167.64,135,1,2020-03-14,1991-08-22,29
Bruno Silva,Blue,0,1,,0,0,0,182.88,,185,0,2020-03-14,1989-07-13,31
Veronica Macedo,Blue,0,3,Southpaw,0,1,0,162.56,162.56,125,1,2020-03-14,1995-10-30,24
Beneil Dariush,Red,1,5,Southpaw,0,1,0,177.8,182.88,155,11,2020-03-07,1989-05-06,31
Neil Magny,Red,1,6,Orthodox,1,0,0,190.5,203.2,170,14,2020-03-07,1987-08-03,33
Sean O'Malley,Red,1,0,Switch,0,0,1,180.34,182.88,135,2,2020-03-07,1994-10-24,25
